,activity_year_x,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units,tax_id,agency_code,respondent_name,respondent_state,respondent_city,respondent_zip_code
926,2019,5493001FXF3J5C0QWQ87,36084,CA,06001,06001450601,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,2,2,1,31,1,1,2,2,785000.0,,5.925,,3,,,,,,,,,2,2,2,2,1775000.0,1,1,3,5,1,,124.0,,9,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,2,1,6,,,,,10,,,,3548,38.11,111700,159,1119,1285,24,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
927,2019,5493001FXF3J5C0QWQ87,36084,CA,06001,06001442800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,2,2,1,31,1,1,2,2,465000.0,,7.25,,3,,,,,,,,,2,2,2,2,905000.0,1,1,3,5,1,,41.0,,9,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,>74,>74,Yes,Yes,2,1,6,,,,,10,,,,3056,63.61,111700,100,659,929,47,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
928,2019,5493001FXF3J5C0QWQ87,36084,CA,06001,06001451602,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Sex Not Available,1,2,2,1,1,1,1,2,2,395000.0,,5.99,,3,,,,,,,,,2,2,2,2,1085000.0,1,1,3,5,1,,59.0,,9,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,3,2,2,2,65-74,65-74,Yes,Yes,2,1,6,,,,,10,,,,6921,27.61,111700,109,1704,1986,42,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
929,2019,5493001FXF3J5C0QWQ87,36084,CA,06001,06001441301,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,1,2,1,1,2,2,605000.0,,7.425,,3,,,,,,,,,2,2,2,2,1525000.0,1,1,3,5,1,,31.0,,9,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,3173,73.62,111700,150,579,688,30,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
930,2019,5493001FXF3J5C0QWQ87,36084,CA,06001,06001450502,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,1,2,2,1,31,1,1,2,2,545000.0,,6.8,,3,,,,,,,,,2,2,2,2,1165000.0,1,1,3,5,1,,83.0,,9,9,3.0,,,,,3.0,,,,,2,2,6.0,,,,,6.0,,,,,2,2,2,1,2,2,65-74,>74,Yes,Yes,1,1,6,,,,,10,,,,5176,36.9,111700,165,1461,1707,25,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
931,2019,5493001FXF3J5C0QWQ87,36084,CA,06001,06001441521,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Black or African American,Female,3,0,2,1,31,1,1,2,2,465000.0,,,,3,,,,,,,,,2,2,2,2,1325000.0,1,1,3,5,1,,43.0,,9,10,1.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,1,1,6,,,,,3,,,,6140,82.75,111700,140,1375,1871,32,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
932,2019,5493001FXF3J5C0QWQ87,36084,CA,06001,06001421400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,2,2,1,31,1,1,2,2,675000.0,,7.05,,3,,,,,,,,,2,2,2,2,1305000.0,1,1,3,5,1,,23.0,,9,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,>74,>74,Yes,Yes,1,1,6,,,,,10,,,,1743,25.53,111700,171,556,692,76,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
933,2019,5493001FXF3J5C0QWQ87,36084,CA,06001,06001450742,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,31,1,1,2,2,615000.0,,,,3,,,,,,,,,2,2,2,2,1305000.0,1,1,3,5,1,,24.0,,9,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,1,1,6,,,,,4,,,,4629,38.43,111700,145,1432,1779,35,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
934,2019,5493001FXF3J5C0QWQ87,36084,CA,06001,06001400100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,1,2,2,1,31,1,1,2,2,705000.0,,6.99,,3,,,,,,,,,2,2,2,2,1715000.0,1,1,3,5,1,,17.0,,9,10,3.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,2952,29.34,111700,247,1100,1357,22,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
935,2019,5493001FXF3J5C0QWQ87,36084,CA,06001,06001443200,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,4,0,2,1,31,1,1,2,2,1115000.0,,,,3,,,,,,,,,2,2,2,2,,1,1,3,5,1,,48.0,,9,9,3.0,,,,,3.0,,,,,2,2,6.0,,,,,6.0,,,,,2,2,1,2,2,2,>74,>74,Yes,Yes,1,1,6,,,,,10,,,,3653,83.14,111700,224,1087,1213,28,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
936,2019,5493001FXF3J5C0QWQ87,36084,CA,06001,06001405700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,1,2,2,1,31,1,1,2,2,325000.0,,5.8,,3,,,,,,,,,2,2,2,2,755000.0,1,1,3,5,1,,37.0,,9,10,3.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,2,5,1,4,>74,9999,Yes,,1,1,6,,,,,10,,,,3352,90.87,111700,47,332,1020,69,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
937,2019,5493001FXF3J5C0QWQ87,36084,CA,06001,06001400500,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,2,2,1,2,1,1,2,2,785000.0,,7.05,,3,,,,,,,,,2,2,2,2,1305000.0,1,1,3,5,1,,15.0,,9,10,2.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,1,1,6,,,,,10,,,,3651,48.29,111700,105,590,1224,76,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
938,2019,5493001FXF3J5C0QWQ87,36084,CA,06001,06001442500,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,1,1,2,395000.0,,,,3,,,,,,,,12.0,2,2,2,2,805000.0,1,1,3,5,1,,0.0,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,7473,73.12999999999998,111700,77,1201,1857,48,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
939,2019,5493001FXF3J5C0QWQ87,36084,CA,06001,06001436401,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,1,1,2,305000.0,,,,3,,,,,,,,12.0,2,2,2,2,585000.0,1,1,3,5,1,,0.0,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,7826,66.25,111700,82,1345,2026,52,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
940,2019,5493001FXF3J5C0QWQ87,36084,CA,06001,06001444400,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,1,1,2,295000.0,,,,3,,,,,,,,12.0,2,2,2,2,665000.0,1,1,3,5,1,,0.0,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,4902,77.97,111700,86,886,1248,54,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
941,2019,5493001FXF3J5C0QWQ87,36084,CA,06001,06001422000,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,1,1,2,425000.0,,,,3,,,,,,,,12.0,2,2,2,2,935000.0,1,1,3,5,1,,0.0,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,1952,39.86,111700,92,203,519,29,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
942,2019,5493001FXF3J5C0QWQ87,36084,CA,06001,06001440308,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,1,1,2,335000.0,,,,3,,,,,,,,12.0,2,2,2,2,615000.0,1,1,3,5,1,,0.0,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,5569,85.06,111700,96,965,1330,37,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
943,2019,5493007BX4I89K17ZM64,36084,CA,06001,06001451300,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,2,32,1,1,2,2,375000.0,,3.635,,3,,,,,,,,,2,2,2,2,735000.0,1,1,3,5,1,,24.0,,7,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,55-64,9999,Yes,,1,1,6,,,,,10,,,,7124,33.77,111700,120,1889,2238,39,20-1255434,7,All Reverse Mortgage Inc,CA,ORANGE,92868
944,2019,5493007BX4I89K17ZM64,36084,CA,06001,06001423000,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,2,31,1,1,2,2,445000.0,,3.574,,3,,,,,,,,,2,2,2,2,1105000.0,1,1,3,5,1,,23.0,,7,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,4730,34.38,111700,150,883,1560,76,20-1255434,7,All Reverse Mortgage Inc,CA,ORANGE,92868
945,2019,5493007BX4I89K17ZM64,36084,CA,06001,06001403702,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,4,0,2,1,32,1,1,2,2,605000.0,,,,3,,,,,,,,,2,2,2,2,,1,1,3,5,2,,114.0,,9,9,2.0,,,,,2.0,,,,,2,2,3.0,,,,,3.0,,,,,2,2,1,2,2,2,>74,>74,Yes,Yes,1,1,6,,,,,10,,,,1918,34.78,111700,125,279,256,66,20-1255434,7,All Reverse Mortgage Inc,CA,ORANGE,92868
946,2019,5493007BX4I89K17ZM64,36084,CA,06001,06001450602,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,32,1,1,2,2,625000.0,,6.99,,3,,,,,,,,,2,2,2,2,1355000.0,1,1,3,5,1,,101.0,,7,7,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,>74,65-74,Yes,Yes,1,1,6,,,,,10,,,,9625,41.21,111700,154,2292,2862,33,20-1255434,7,All Reverse Mortgage Inc,CA,ORANGE,92868
947,2019,5493007BX4I89K17ZM64,36084,CA,06001,06001401800,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,2,32,1,1,2,2,345000.0,,3.292,,3,,,,,,,,,2,2,2,2,645000.0,1,1,3,5,1,,19.0,,7,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,55-64,9999,Yes,,1,1,6,,,,,10,,,,1947,81.65999999999998,111700,23,141,621,76,20-1255434,7,All Reverse Mortgage Inc,CA,ORANGE,92868
948,2019,5493007BX4I89K17ZM64,36084,CA,06001,06001421500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,2,1,32,1,1,2,2,555000.0,,6.25,,3,,,,,,,,,2,2,2,2,1255000.0,1,1,3,5,1,,34.0,,7,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,3736,19.27,111700,201,1330,1669,71,20-1255434,7,All Reverse Mortgage Inc,CA,ORANGE,92868
949,2019,5493007BX4I89K17ZM64,36084,CA,06001,06001442400,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,2,2,2,32,1,1,2,2,385000.0,,3.787,,3,,,,,,,,,2,2,2,2,855000.0,1,1,3,5,1,,40.0,,7,7,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,2,1,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,6988,76.47,111700,107,1270,1779,51,20-1255434,7,All Reverse Mortgage Inc,CA,ORANGE,92868
950,2019,5493007BX4I89K17ZM64,36084,CA,06001,06001443002,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,1,2,1,4,1,1,2,2,465000.0,,6.99,,3,,,,,,,,,2,2,2,2,985000.0,1,1,3,5,1,,27.0,,7,10,1.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,6294,71.83,111700,87,1382,1978,43,20-1255434,7,All Reverse Mortgage Inc,CA,ORANGE,92868
951,2019,5493007BX4I89K17ZM64,36084,CA,06001,06001450606,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,2,1,32,1,1,2,2,625000.0,,6.95,,3,,,,,,,,,2,2,2,2,1385000.0,1,1,3,5,1,,43.0,,7,7,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,2,2,2,2,65-74,>74,Yes,Yes,1,1,6,,,,,10,,,,5974,39.39,111700,178,1669,1846,35,20-1255434,7,All Reverse Mortgage Inc,CA,ORANGE,92868
952,2019,5493007BX4I89K17ZM64,36084,CA,06001,06001451501,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,32,1,1,2,2,465000.0,,6.75,,3,,,,,,,,,2,2,2,2,1305000.0,1,1,3,5,1,,71.0,,7,7,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,4686,29.43,111700,134,1182,1381,37,20-1255434,7,All Reverse Mortgage Inc,CA,ORANGE,92868
953,2019,5493007BX4I89K17ZM64,36084,CA,06001,06001404502,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,2,32,1,1,2,2,395000.0,,3.229,,3,,,,,,,,,2,2,2,2,785000.0,1,1,3,5,1,,154.0,,7,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,55-64,9999,Yes,,1,1,6,,,,,10,,,,5433,30.63,111700,160,2060,2287,56,20-1255434,7,All Reverse Mortgage Inc,CA,ORANGE,92868
954,2019,5493007BX4I89K17ZM64,36084,CA,06001,06001407900,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,2,2,2,32,1,1,2,2,335000.0,,4.18,,3,,,,,,,,,2,2,2,2,635000.0,1,1,3,5,1,,52.0,,7,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,2908,56.53,111700,115,861,1111,69,20-1255434,7,All Reverse Mortgage Inc,CA,ORANGE,92868
955,2019,5493007BX4I89K17ZM64,36084,CA,06001,06001451602,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,2,2,2,32,1,1,2,2,425000.0,,3.581,,3,,,,,,,,,2,2,2,2,745000.0,1,1,3,5,1,,31.0,,7,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,6921,27.61,111700,109,1704,1986,42,20-1255434,7,All Reverse Mortgage Inc,CA,ORANGE,92868
956,2019,549300Q1WJSOIS2FON98,36084,CA,06001,06001410400,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,71,2,2,31,1,1,2,2,135000.0,31.403,5.837,,3,,,,,,,,12.0,2,2,2,2,415000.0,1,1,3,5,1,,19.0,>60%,1,10,2.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,1,1,3,,,,,10,,,,4344,93.6,111700,70,903,1316,66,87-0623581,7,Citywide Home Loans A Utah Corporation,UT,Sandy,84070
957,2019,549300NN0PRX3I4QGG46,36084,CA,06001,06001435300,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,2,2,31,1,1,1,2,315000.0,,,,3,,,,,,,,13.0,2,2,2,2,,1,1,3,5,1,,39.0,,9,9,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,4233,70.16,111700,67,709,1200,51,47-1853960,7,"Mid-Continent Funding, Inc.",MO,Columbia,65203
958,2019,549300NN0PRX3I4QGG46,36084,CA,06001,06001444601,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,5,0,2,2,31,1,1,1,2,335000.0,,,,3,,,,,,,,13.0,2,2,2,2,,1,1,3,5,1,,54.0,,9,9,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,5037,58.75,111700,99,1220,1464,46,47-1853960,7,"Mid-Continent Funding, Inc.",MO,Columbia,65203
959,2019,549300NN0PRX3I4QGG46,36084,CA,06001,06001409000,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Black or African American,Male,4,0,2,2,31,1,1,1,2,165000.0,,,,3,,,,,,,,13.0,2,2,2,2,,1,1,3,5,1,,37.0,,9,9,3.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,3928,97.56,111700,55,516,1072,66,47-1853960,7,"Mid-Continent Funding, Inc.",MO,Columbia,65203
960,2019,549300NN0PRX3I4QGG46,36084,CA,06001,06001435300,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,2,31,1,1,1,2,405000.0,,3.529,,3,,,,,,,,13.0,2,2,2,2,675000.0,1,1,3,5,1,,16.0,,9,9,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,4233,70.16,111700,67,709,1200,51,47-1853960,7,"Mid-Continent Funding, Inc.",MO,Columbia,65203
961,2019,549300RBX56T2MW5HO19,36084,CA,06001,06001438100,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,9,2,2,31,1,1,2,2,655000.0,100.0,3.456,,3,,,,,,,,13.0,2,2,2,2,655000.0,1,1,3,5,1,,,,9,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,>74,>74,Yes,Yes,1,1,6,,,,,10,,,,7116,81.17,111700,107,1560,1889,56,84-1040263,7,Cherry Creek Mortgage Co. Inc.,CO,Greenwood Village,80111
962,2019,549300SK2GVCQXPD4S58,36084,CA,06001,06001450400,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,6,2,2,2,32,1,1,1,2,65000.0,,5.573,,2,,,,,,,,13.0,2,2,2,2,805000.0,1,1,3,5,1,,31.0,,9,9,1.0,14.0,,,,1.0,14.0,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,>74,>74,Yes,Yes,3,3,6,,,,,10,,,,6025,43.47,111700,104,1580,1912,49,96-3523796,7,Sun West Mortgage Company Inc.,CA,BUENA PARK,90620
963,2019,549300SK2GVCQXPD4S58,36084,CA,06001,06001437102,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,2,2,2,32,1,1,1,2,265000.0,,4.496,,2,,,,,,,,13.0,2,2,2,2,515000.0,1,1,3,5,1,,28.0,>60%,1,10,2.0,,,,,5.0,,,,,2,4,3.0,5.0,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,2,1,6,,,,,10,,,,4334,87.01,111700,74,773,944,43,96-3523796,7,Sun West Mortgage Company Inc.,CA,BUENA PARK,90620
964,2019,549300SK2GVCQXPD4S58,36084,CA,06001,06001441401,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,1,2,2,2,32,1,1,1,2,435000.0,,3.885,,2,,,,,,,,13.0,2,2,2,2,735000.0,1,1,3,5,1,,16.0,>60%,1,1,3.0,,,,,3.0,,,,,2,2,6.0,,,,,6.0,,,,,2,2,2,1,2,2,>74,>74,Yes,Yes,2,1,6,,,,,10,,,,7569,78.65,111700,118,1656,2003,38,96-3523796,7,Sun West Mortgage Company Inc.,CA,BUENA PARK,90620
965,2019,549300SK2GVCQXPD4S58,36084,CA,06001,06001409000,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,6,2,2,2,32,1,1,1,2,75000.0,,4.866,,2,,,,,,,,13.0,2,2,2,2,445000.0,1,1,3,5,1,,11.0,,9,9,2.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,3,3,6,,,,,10,,,,3928,97.56,111700,55,516,1072,66,96-3523796,7,Sun West Mortgage Company Inc.,CA,BUENA PARK,90620
966,2019,549300SK2GVCQXPD4S58,36084,CA,06001,06001438100,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Black or African American,Female,2,0,2,2,32,1,1,1,2,375000.0,,,,3,,,,,,,,12.0,2,2,2,2,715000.0,1,1,3,5,1,,46.0,>60%,1,10,3.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,2,1,6,,,,,10,,,,7116,81.17,111700,107,1560,1889,56,96-3523796,7,Sun West Mortgage Company Inc.,CA,BUENA PARK,90620
967,2019,549300CK7U1WMTIG6687,36084,CA,06001,06001428600,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,71,2,2,32,1,1,1,2,345000.0,,5.04,,3,,,,,,,,13.0,2,2,2,2,1555000.0,1,1,3,5,1,,16.0,,9,9,2.0,,,,,2.0,,,,,1,1,2.0,,,,,2.0,,,,,1,1,2,1,1,1,>74,>74,Yes,Yes,2,1,6,,,,,10,,,,3140,59.27,111700,100,768,650,44,20-5238443,7,HighTechLending Inc.,CA,IRVINE,92614
968,2019,549300CK7U1WMTIG6687,36084,CA,06001,06001405800,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,4,0,2,2,31,1,1,1,2,275000.0,,,,3,,,,,,,,13.0,2,2,2,2,,1,1,3,5,1,,24.0,,9,9,1.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,4181,90.67,111700,46,526,1240,73,20-5238443,7,HighTechLending Inc.,CA,IRVINE,92614
969,2019,549300CK7U1WMTIG6687,36084,CA,06001,06001433300,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,2,2,2,31,1,1,1,2,415000.0,,4.287,,3,,,,,,,,13.0,2,2,2,2,665000.0,1,1,3,5,1,,54.0,,9,10,2.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,1,5,2,4,>74,9999,Yes,,2,1,6,,,,,10,,,,7215,76.22,111700,80,1790,2228,60,20-5238443,7,HighTechLending Inc.,CA,IRVINE,92614
970,2019,549300CK7U1WMTIG6687,36084,CA,06001,06001433600,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,71,2,2,31,1,1,1,2,395000.0,,3.3,,3,,,,,,,,13.0,2,2,2,2,685000.0,1,1,3,5,1,,28.0,,9,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,5848,74.73,111700,77,1175,1413,56,20-5238443,7,HighTechLending Inc.,CA,IRVINE,92614
