activity_year_x,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units,tax_id,agency_code,respondent_name,respondent_state,respondent_city,respondent_zip_code
2019,5493001FXF3J5C0QWQ87,40140,CA,06065,06065050500,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,1,1,2,195000.0,,,,3,,,,,,,,12.0,2,2,2,2,395000.0,1,1,3,5,1,,0.0,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,14780,57.27,69700,129,2662,3570,12,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
2019,5493001FXF3J5C0QWQ87,40140,CA,06065,06065045000,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,1,1,2,285000.0,,,,3,,,,,,,,12.0,2,2,2,2,565000.0,1,1,3,5,1,,0.0,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,3343,54.08,69700,57,707,1387,45,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
2019,5493001FXF3J5C0QWQ87,40140,CA,06065,06065045605,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,1,1,2,195000.0,,,,3,,,,,,,,12.0,2,2,2,2,395000.0,1,1,3,5,1,,0.0,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,9431,85.87,69700,51,2038,3480,15,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
2019,5493001FXF3J5C0QWQ87,40140,CA,06065,06065043270,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,1,2,2,2,31,1,1,1,2,165000.0,,4.157,,3,,,,,,,,12.0,2,2,2,2,355000.0,1,1,3,5,1,,54.0,,9,9,3.0,,,,,2.0,,,,,2,2,6.0,,,,,5.0,,,,,2,2,1,2,2,2,55-64,65-74,Yes,Yes,2,1,6,,,,,10,,,,5612,41.16,69700,111,1086,1366,21,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
2019,5493001FXF3J5C0QWQ87,40140,CA,06065,06065042741,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,1,2,2,2,31,1,1,1,2,135000.0,,4.157,,3,,,,,,,,12.0,2,2,2,2,275000.0,1,1,3,5,1,,19.0,,9,10,3.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,2,1,6,,,,,10,,,,2186,24.38,69700,62,864,1474,43,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
2019,5493001FXF3J5C0QWQ87,40140,CA,06065,06065041813,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,2,2,2,31,1,1,1,2,165000.0,,4.126,,3,,,,,,,,12.0,2,2,2,2,325000.0,1,1,3,5,1,,22.0,,9,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,2,1,6,,,,,10,,,,7924,70.7,69700,77,1131,1641,39,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
2019,5493001FXF3J5C0QWQ87,40140,CA,06065,06065042726,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Female,2,0,2,2,1,1,1,1,2,245000.0,,4.746,,3,,,,,,,,12.0,2,2,2,2,495000.0,1,1,3,5,1,,27.0,,9,10,3.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,2,1,6,,,,,10,,,,7489,53.79,69700,147,1722,1990,12,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
2019,5493001FXF3J5C0QWQ87,40140,CA,06065,06065041813,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,2,2,2,31,1,1,1,2,225000.0,,4.863,,3,,,,,,,,12.0,2,2,2,2,465000.0,1,1,3,5,1,,33.0,,9,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,2,1,6,,,,,10,,,,7924,70.7,69700,77,1131,1641,39,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
2019,5493001FXF3J5C0QWQ87,40140,CA,06065,06065045900,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,2,2,2,31,1,1,1,2,135000.0,,3.853,,3,,,,,,,,12.0,2,2,2,2,255000.0,1,1,3,5,1,,34.0,,9,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,65-74,>74,Yes,Yes,2,1,6,,,,,10,,,,1509,66.07,69700,63,316,784,42,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
2019,5493001FXF3J5C0QWQ87,40140,CA,06065,06065049000,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,2,31,1,1,1,2,205000.0,,,,3,,,,,,,,12.0,2,2,2,2,355000.0,1,1,3,5,1,,34.0,,9,10,2.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,1,4,2,5,1,4,65-74,9999,Yes,,2,1,6,,,,,5,,,,9587,81.78,69700,144,1717,2198,0,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
2019,5493001FXF3J5C0QWQ87,40140,CA,06065,06065043820,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,2,31,1,1,1,2,185000.0,,4.549,,3,,,,,,,,12.0,2,2,2,2,325000.0,1,1,3,5,1,,21.0,,9,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,>74,9999,Yes,,2,1,6,,,,,10,,,,4482,65.75,69700,119,1357,1708,0,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
2019,5493001FXF3J5C0QWQ87,40140,CA,06065,06065043812,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,1,2,2,2,1,1,1,1,2,155000.0,,3.581,,3,,,,,,,,12.0,2,2,2,2,295000.0,1,1,3,5,1,,29.0,,9,9,3.0,,,,,3.0,,,,,2,2,6.0,,,,,5.0,,,,,2,2,1,2,2,2,65-74,55-64,Yes,Yes,2,1,6,,,,,10,,,,5844,11.07,69700,83,3239,3821,20,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
2019,5493001FXF3J5C0QWQ87,40140,CA,06065,06065045110,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,2,2,2,31,1,1,1,2,335000.0,,3.665,,3,,,,,,,,12.0,2,2,2,2,565000.0,1,1,3,5,1,,70.0,,9,10,3.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,3,5,2,4,>74,9999,Yes,,2,1,6,,,,,10,,,,5411,64.29,69700,94,1018,2071,29,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
2019,5493001FXF3J5C0QWQ87,40140,CA,06065,06065043317,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,2,2,2,31,1,1,1,2,165000.0,,3.915,,3,,,,,,,,12.0,2,2,2,2,305000.0,1,1,3,5,1,,34.0,,9,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,65-74,>74,Yes,Yes,2,1,6,,,,,10,,,,7811,64.93,69700,95,1485,2129,12,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
2019,5493001FXF3J5C0QWQ87,40140,CA,06065,06065044806,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,2,31,1,1,1,2,385000.0,,3.923,,3,,,,,,,,12.0,2,2,2,2,765000.0,1,1,3,5,1,,53.0,,9,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,1,2,2,65-74,65-74,Yes,Yes,2,1,6,,,,,10,,,,2057,29.75,69700,77,602,1191,51,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
2019,5493001FXF3J5C0QWQ87,40140,CA,06065,06065040702,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,1,1,2,365000.0,,,,3,,,,,,,,12.0,2,2,2,2,645000.0,1,1,3,5,1,,0.0,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,2882,37.3,69700,116,694,941,54,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
2019,5493001FXF3J5C0QWQ87,40140,CA,06065,06065042509,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,1,1,2,245000.0,,,,3,,,,,,,,12.0,2,2,2,2,345000.0,1,1,3,5,1,,0.0,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,3348,81.03,69700,76,579,857,0,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
2019,5493001FXF3J5C0QWQ87,40140,CA,06065,06065041102,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,1,1,2,185000.0,,,,3,,,,,,,,12.0,2,2,2,2,315000.0,1,1,3,5,1,,0.0,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,3909,83.95999999999998,69700,72,533,957,46,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
2019,5493001FXF3J5C0QWQ87,40140,CA,06065,06065043279,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Female,1,2,2,2,31,1,1,1,2,145000.0,,4.247,,3,,,,,,,,12.0,2,2,2,2,275000.0,2,1,1,1,1,,35.0,,9,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,2,1,6,,,,,10,,,,4930,42.07,69700,105,1358,1812,28,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
2019,5493001FXF3J5C0QWQ87,40140,CA,06065,06065042733,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,4,0,2,2,31,1,1,1,2,295000.0,,,,3,,,,,,,,12.0,2,2,2,2,,1,1,3,5,1,,63.0,,9,9,1.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,>74,9999,Yes,,2,1,6,,,,,10,,,,5344,47.36,69700,130,1324,1826,10,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
2019,5493001FXF3J5C0QWQ87,40140,CA,06065,06065043504,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,2,2,2,2,1,1,1,2,135000.0,,4.341,,3,,,,,,,,12.0,2,2,2,2,265000.0,1,1,3,5,1,,17.0,,9,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,2,1,6,,,,,10,,,,8462,55.24,69700,92,2105,2994,15,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
2019,5493001FXF3J5C0QWQ87,40140,CA,06065,06065042410,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,2,2,2,31,1,1,1,2,215000.0,,4.497,,3,,,,,,,,12.0,2,2,2,2,375000.0,1,1,3,5,1,,14.0,,9,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,2,1,6,,,,,10,,,,5202,78.47,69700,124,1181,1417,29,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
2019,5493001FXF3J5C0QWQ87,40140,CA,06065,06065042745,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,2,31,1,1,1,2,165000.0,,5.093,,3,,,,,,,,12.0,2,2,2,2,245000.0,1,1,3,5,1,,24.0,,9,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,>74,9999,Yes,,2,1,6,,,,,10,,,,5161,40.28,69700,101,1678,2238,0,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
2019,5493001FXF3J5C0QWQ87,40140,CA,06065,06065045606,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,2,2,2,31,1,1,1,2,195000.0,,4.246,,3,,,,,,,,12.0,2,2,2,2,395000.0,1,1,3,5,1,,28.0,,9,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,2,1,6,,,,,10,,,,2525,40.71,69700,92,731,1610,12,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
2019,5493001FXF3J5C0QWQ87,40140,CA,06065,06065042743,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,2,2,2,31,1,1,1,2,225000.0,,4.096,,3,,,,,,,,12.0,2,2,2,2,465000.0,1,1,3,5,1,,30.0,,9,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,2,1,6,,,,,10,,,,2446,45.3,69700,132,570,700,12,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
2019,5493001FXF3J5C0QWQ87,40140,CA,06065,06065042743,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,2,2,2,31,1,1,1,2,215000.0,,3.76,,3,,,,,,,,12.0,2,2,2,2,435000.0,1,1,3,5,1,,17.0,,9,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,55-64,9999,Yes,,2,1,6,,,,,10,,,,2446,45.3,69700,132,570,700,12,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
2019,5493001FXF3J5C0QWQ87,40140,CA,06065,06065042737,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,1,2,2,2,31,1,1,1,2,245000.0,,3.497,,3,,,,,,,,12.0,2,2,2,2,455000.0,2,1,1,1,1,,23.0,,9,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,2,1,2,2,65-74,65-74,Yes,Yes,2,1,6,,,,,10,,,,2395,42.55,69700,124,553,745,12,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
2019,5493001FXF3J5C0QWQ87,40140,CA,06065,06065042739,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,1,2,2,2,1,1,1,1,2,235000.0,,4.202,,3,,,,,,,,12.0,2,2,2,2,445000.0,1,1,3,5,1,,27.0,,9,10,3.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,2,1,6,,,,,10,,,,7809,57.13,69700,141,1688,2164,11,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
2019,5493001FXF3J5C0QWQ87,40140,CA,06065,06065030700,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,2,2,2,31,1,1,1,2,215000.0,,4.658,,3,,,,,,,,12.0,2,2,2,2,445000.0,1,1,3,5,1,,25.0,,9,10,1.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,2,1,6,,,,,10,,,,5855,48.39,69700,111,1127,1781,75,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
2019,5493001FXF3J5C0QWQ87,40140,CA,06065,06065043278,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,1,2,2,2,31,1,1,1,2,255000.0,,4.572,,3,,,,,,,,12.0,2,2,2,2,505000.0,1,1,3,5,1,,20.0,,9,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,2.0,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,2,1,6,,,,,10,,,,6833,36.22,69700,177,1516,1927,11,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
2019,5493001FXF3J5C0QWQ87,40140,CA,06065,06065041905,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,2,2,2,31,1,1,1,2,285000.0,,3.741,,3,,,,,,,,12.0,2,2,2,2,495000.0,1,1,3,5,1,,38.0,,9,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,>74,>74,Yes,Yes,2,1,6,,,,,10,,,,3006,72.15999999999998,69700,102,456,710,37,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
2019,5493001FXF3J5C0QWQ87,40140,CA,06065,06065041813,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,2,2,2,31,1,1,1,2,295000.0,,3.714,,3,,,,,,,,12.0,2,2,2,2,535000.0,1,1,3,5,1,,12.0,,9,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,2,1,6,,,,,10,,,,7924,70.7,69700,77,1131,1641,39,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
2019,5493001FXF3J5C0QWQ87,40140,CA,06065,06065040607,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,2,2,2,31,1,1,1,2,305000.0,,4.199,,3,,,,,,,,12.0,2,2,2,2,605000.0,1,1,3,5,1,,33.0,,9,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,2,1,2,2,65-74,65-74,Yes,Yes,2,1,6,,,,,10,,,,8805,74.65999999999998,69700,149,1516,2261,11,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
2019,5493001FXF3J5C0QWQ87,40140,CA,06065,06065042724,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,1,2,2,2,1,1,1,1,2,225000.0,,3.904,,3,,,,,,,,12.0,2,2,2,2,395000.0,1,1,3,5,1,,13.0,,9,10,3.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,2,1,6,,,,,10,,,,3388,38.31,69700,120,612,927,11,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
2019,5493001FXF3J5C0QWQ87,40140,CA,06065,06065042007,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,2,2,2,31,1,1,1,2,345000.0,,3.464,,3,,,,,,,,12.0,2,2,2,2,555000.0,1,1,3,5,1,,20.0,,9,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,2,1,6,,,,,10,,,,4062,28.83,69700,107,1099,1554,32,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
2019,5493001FXF3J5C0QWQ87,40140,CA,06065,06065043271,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Joint,1,2,2,2,31,1,1,1,2,245000.0,,3.702,,3,,,,,,,,12.0,2,2,2,2,425000.0,2,1,1,1,1,,47.0,,9,9,3.0,,,,,3.0,,,,,2,2,6.0,,,,,6.0,,,,,2,2,1,2,2,2,>74,65-74,Yes,Yes,2,1,6,,,,,10,,,,3965,46.58,69700,110,780,1101,27,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
2019,5493001FXF3J5C0QWQ87,40140,CA,06065,06065042723,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,2,2,2,31,1,1,1,2,205000.0,,4.0,,3,,,,,,,,12.0,2,2,2,2,385000.0,1,1,3,5,1,,32.0,,9,10,2.0,,,,,5.0,,,,,2,4,2.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,2,1,6,,,,,10,,,,5776,56.79,69700,62,1160,2260,39,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
2019,5493001FXF3J5C0QWQ87,40140,CA,06065,06065045606,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,2,2,2,31,1,1,1,2,245000.0,,4.811,,3,,,,,,,,12.0,2,2,2,2,505000.0,1,1,3,5,1,,41.0,,9,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,65-74,>74,Yes,Yes,2,1,6,,,,,10,,,,2525,40.71,69700,92,731,1610,12,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
2019,5493001FXF3J5C0QWQ87,40140,CA,06065,06065045000,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,5,0,2,2,31,1,1,1,2,205000.0,,,,3,,,,,,,,12.0,2,2,2,2,,1,1,3,5,1,,19.0,,9,9,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,3343,54.08,69700,57,707,1387,45,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
2019,5493001FXF3J5C0QWQ87,40140,CA,06065,06065043504,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,3,0,2,2,31,1,1,1,2,175000.0,,,,3,,,,,,,,12.0,2,2,2,2,335000.0,1,1,3,5,1,,24.0,,9,9,2.0,,,,,2.0,,,,,2,2,3.0,,,,,3.0,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,5,,,,8462,55.24,69700,92,2105,2994,15,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
2019,5493001FXF3J5C0QWQ87,40140,CA,06065,06065044921,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,2,2,2,31,1,1,1,2,385000.0,,4.251,,3,,,,,,,,12.0,2,2,2,2,725000.0,1,1,3,5,1,,33.0,,9,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,2,1,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,2125,19.67,69700,146,711,1546,20,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
2019,5493001FXF3J5C0QWQ87,40140,CA,06065,06065040807,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,2,2,2,31,1,1,1,2,305000.0,,3.195,,3,,,,,,,,12.0,2,2,2,2,485000.0,1,1,3,5,1,,23.0,,9,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,1,1,6,,,,,10,,,,3302,51.88,69700,145,865,1081,32,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
2019,5493001FXF3J5C0QWQ87,40140,CA,06065,06065044918,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,1,2,2,2,31,1,1,1,2,405000.0,,3.464,,3,,,,,,,,12.0,2,2,2,2,685000.0,1,1,3,5,1,,24.0,,9,9,3.0,,,,,3.0,,,,,2,2,6.0,,,,,6.0,,,,,2,2,1,2,2,2,>74,65-74,Yes,Yes,1,1,6,,,,,10,,,,3139,6.5,69700,157,1214,2661,31,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
2019,5493001FXF3J5C0QWQ87,40140,CA,06065,06065045109,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,1,2,2,2,31,1,1,1,2,215000.0,,3.799,,3,,,,,,,,12.0,2,2,2,2,365000.0,1,1,3,5,1,,30.0,,9,10,3.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,1,1,6,,,,,10,,,,3416,48.48,69700,110,998,1686,26,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
2019,5493001FXF3J5C0QWQ87,40140,CA,06065,06065043312,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,2,31,1,1,1,2,105000.0,,,,3,,,,,,,,12.0,2,2,2,2,185000.0,1,1,3,5,1,,25.0,,9,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,1,1,6,,,,,4,,,,4420,66.0,69700,73,743,1277,42,80-0860209,7,Reverse Mortgage Funding LLC,NJ,Bloomfield,07003
